,voice_mail_plan,voice_mail_messages,international_mins,customer_service_calls,international_plan,international_calls,international_charge,total_charge,churn
2716,0,0,13.2,1,0,2,3.56,76.5,1
2717,0,0,4.5,0,0,4,1.22,62.52,1
2718,0,0,6.9,1,0,6,1.86,76.64,1
2719,0,0,8.8,0,0,4,2.38,74.93,1
2720,0,0,7.4,1,0,5,2.0,39.57,1
2721,0,0,12.9,3,1,2,3.48,52.54,1
2722,0,0,8.7,0,0,3,2.35,84.93,1
2723,0,0,11.5,1,0,5,3.11,79.97,1
2724,0,0,10.4,8,0,8,2.81,52.73,1
2725,0,0,13.8,3,0,3,3.73,75.47,1
2726,0,0,10.6,0,0,4,2.86,62.82,1
2727,0,0,9.3,0,0,2,2.51,63.22,1
2728,0,0,9.8,0,0,2,2.65,76.29,1
2729,0,0,9.5,1,0,2,2.57,78.93,1
2730,0,0,8.8,7,0,3,2.38,52.56,1
2731,0,0,14.2,2,0,2,3.83,81.07,1
2732,0,0,11.5,3,0,3,3.11,76.4,1
2733,1,27,12.3,1,0,4,3.32,59.37,1
2734,0,0,12.7,3,0,4,3.43,75.67,1
2735,0,0,9.0,4,0,6,2.43,53.67,1
2736,0,0,10.3,5,0,2,2.78,49.42,1
2737,0,0,7.4,2,1,2,2.0,59.93,1
2738,0,0,11.5,0,0,3,3.11,79.38,1
2739,0,0,11.0,0,1,2,2.97,71.1,1
2740,0,0,9.4,2,0,4,2.54,83.14,1
2741,0,0,8.6,2,0,3,2.32,49.53,1
2742,0,0,11.5,1,0,5,3.11,79.97,1
2743,0,0,13.9,2,1,3,3.75,66.98,1
2744,0,0,13.2,1,0,2,3.56,76.5,1
2745,0,0,9.8,0,1,1,2.65,57.79,1
2746,0,0,11.2,1,0,4,3.02,78.15,1
2747,0,0,10.9,2,0,5,2.94,40.97,1
2748,0,0,13.0,1,0,2,3.51,75.54,1
2749,0,0,10.3,1,0,3,2.78,82.29,1
2750,0,0,7.9,5,0,2,2.13,47.64,1
2751,0,0,11.1,2,0,6,3.0,74.11,1
2752,0,0,9.2,4,1,1,2.48,52.44,1
2753,0,0,8.5,0,0,5,2.3,80.74,1
2754,1,36,10.5,3,0,5,2.84,68.38,1
2755,0,0,9.2,2,0,5,2.48,43.12,1
2756,0,0,15.3,0,0,6,4.13,69.36,1
2757,0,0,11.0,5,0,9,2.97,52.25,1
2758,0,0,11.8,1,0,3,3.19,79.68,1
2759,0,0,14.5,1,1,7,3.92,56.75,1
2760,0,0,13.9,2,1,5,3.75,75.48,1
2761,0,0,10.5,2,0,3,2.84,76.34,1
2762,0,0,8.9,1,0,5,2.4,84.1,1
2763,0,0,13.4,0,0,4,3.62,84.82,1
2764,0,0,13.7,0,0,4,3.7,83.37,1
2765,0,0,10.1,3,0,5,2.73,85.53,1
2766,0,0,10.2,1,0,6,2.75,51.9,1
2767,0,0,11.7,4,0,2,3.16,52.04,1
2768,0,0,10.3,5,0,2,2.78,49.42,1
2769,0,0,8.8,0,0,4,2.38,74.93,1
2770,1,35,10.1,2,0,4,2.73,57.8,1
2771,0,0,7.4,2,1,2,2.0,59.93,1
2772,0,0,8.8,1,0,5,2.38,75.25,1
2773,0,0,9.5,1,0,3,2.57,77.48,1
2774,1,32,8.6,2,0,6,2.32,49.44,1
2775,0,0,11.1,2,0,6,3.0,74.11,1
2776,0,0,7.5,2,0,4,2.03,75.31,1
2777,0,0,12.1,2,1,2,3.27,67.72,1
2778,1,35,10.1,2,0,4,2.73,57.8,1
2779,0,0,9.0,4,0,6,2.43,53.67,1
2780,0,0,8.3,2,0,5,2.24,64.77,1
2781,0,0,16.4,3,0,5,4.43,77.14,1
2782,0,0,10.2,5,0,2,2.75,52.27,1
2783,1,33,13.5,1,0,3,3.65,61.89,1
2784,0,0,13.9,1,0,4,3.75,74.64,1
2785,0,0,10.0,3,0,3,2.7,74.67,1
2786,0,0,13.9,2,0,1,3.75,75.86,1
2787,1,28,9.2,4,0,6,2.48,55.92,1
2788,0,0,12.1,1,0,4,3.27,76.59,1
2789,0,0,15.3,0,0,6,4.13,69.36,1
2790,0,0,9.7,2,0,4,2.62,80.07,1
2791,0,0,13.5,4,0,4,3.65,56.45,1
2792,0,0,9.2,5,0,3,2.48,56.56,1
2793,0,0,8.3,2,0,5,2.24,64.77,1
2794,0,0,8.5,4,0,5,2.3,53.6,1
2795,0,0,13.9,2,1,3,3.75,66.98,1
2796,0,0,10.7,2,0,4,2.89,75.52,1
2797,0,0,14.0,2,0,9,3.78,82.45,1
2798,0,0,14.8,1,0,2,4.0,77.1,1
2799,0,0,15.3,1,1,6,4.13,74.05,1
2800,0,0,14.1,1,1,4,3.81,52.18,1
2801,0,0,11.6,0,0,2,3.13,66.37,1
2802,1,44,14.1,2,0,7,3.81,61.27,1
2803,0,0,12.4,4,0,4,3.35,56.58,1
2804,0,0,8.4,1,0,4,2.27,78.67,1
2805,1,36,10.5,3,0,5,2.84,68.38,1
2806,0,0,13.9,0,0,6,3.75,74.83,1
2807,1,30,12.8,4,0,4,3.46,49.33,1
2808,0,0,11.5,1,0,5,3.11,79.97,1
2809,0,0,8.9,3,0,8,2.4,76.89,1
2810,0,0,13.8,4,0,3,3.73,55.2,1
2811,0,0,13.4,0,0,4,3.62,84.82,1
2812,0,0,13.8,2,1,3,3.73,47.38,1
2813,0,0,12.7,2,0,2,3.43,82.51,1
2814,0,0,9.0,0,0,1,2.43,80.98,1
2815,0,0,10.2,5,0,2,2.75,52.27,1
2816,0,0,9.9,2,0,5,2.67,77.54,1
2817,0,0,10.7,3,0,2,2.89,75.87,1
2818,1,28,9.2,4,0,6,2.48,55.92,1
2819,0,0,9.2,5,0,3,2.48,56.56,1
2820,0,0,7.9,2,0,2,2.13,79.39,1
2821,0,0,7.7,1,1,2,2.08,54.62,1
2822,0,0,13.7,1,0,8,3.7,78.82,1
2823,0,0,12.3,3,0,5,3.32,87.28,1
2824,0,0,9.2,5,0,3,2.48,56.56,1
2825,1,32,8.6,2,0,6,2.32,49.44,1
2826,0,0,13.5,1,0,8,3.65,80.01,1
2827,0,0,12.0,2,0,5,3.24,78.53,1
2828,0,0,8.7,2,0,3,2.35,77.88,1
2829,0,0,14.3,1,1,6,3.86,67.42,1
2830,0,0,9.4,1,0,4,2.54,76.91,1
2831,0,0,8.9,3,0,2,2.4,76.22,1
2832,0,0,10.1,1,0,2,2.73,61.22,1
2833,0,0,11.6,2,0,2,3.13,58.7,1
2834,0,0,9.6,1,0,5,2.59,74.25,1
2835,0,0,12.9,2,0,4,3.48,82.96,1
2836,0,0,10.4,0,0,6,2.81,84.56,1
2837,0,0,12.7,3,0,4,3.43,75.67,1
2838,0,0,6.0,3,0,3,1.62,75.56,1
2839,0,0,14.1,1,1,4,3.81,52.18,1
2840,1,28,11.5,4,0,3,3.11,56.33,1
2841,0,0,12.9,2,0,4,3.48,82.96,1
2842,0,0,8.5,4,0,5,2.3,53.6,1
2843,0,0,8.7,0,0,3,2.35,63.18,1
2844,0,0,13.7,0,0,4,3.7,83.37,1
2845,0,0,10.4,0,0,4,2.81,74.66,1
2846,0,0,10.8,2,1,2,2.92,50.47,1
2847,0,0,9.2,5,0,3,2.48,56.56,1
2848,0,0,7.4,2,1,2,2.0,59.93,1
2849,0,0,14.7,0,0,4,3.97,78.4,1
2850,0,0,12.7,2,0,2,3.43,82.51,1
2851,0,0,12.9,0,0,7,3.48,80.35,1
2852,0,0,7.3,2,0,4,1.97,75.63,1
2853,0,0,18.3,1,0,6,4.94,74.41,1
2854,0,0,11.6,4,0,3,3.13,45.12,1
2855,0,0,11.6,2,1,2,3.13,52.55,1
2856,1,26,9.3,1,0,8,2.51,61.15,1
2857,0,0,12.2,4,0,2,3.29,51.56,1
2858,0,0,14.7,0,0,4,3.97,78.4,1
2859,0,0,10.3,0,0,3,2.78,49.76,1
2860,0,0,12.4,4,0,4,3.35,56.58,1
2861,0,0,8.7,0,0,3,2.35,84.93,1
2862,0,0,8.9,3,0,2,2.4,76.22,1
2863,0,0,13.7,1,0,8,3.7,78.82,1
2864,0,0,18.3,1,0,6,4.94,74.41,1
2865,0,0,7.8,4,0,2,2.11,55.72,1
2866,0,0,9.7,6,0,2,2.62,52.53,1
2867,0,0,7.7,1,1,2,2.08,54.62,1
2868,0,0,14.0,2,0,9,3.78,82.45,1
2869,0,0,9.7,6,0,2,2.62,52.53,1
2870,1,30,12.8,4,0,4,3.46,49.33,1
2871,0,0,9.7,6,0,2,2.62,52.53,1
2872,0,0,15.3,0,0,6,4.13,69.36,1
2873,0,0,10.1,1,0,2,2.73,61.22,1
2874,0,0,9.7,6,0,2,2.62,52.53,1
2875,0,0,11.8,1,0,3,3.19,79.68,1
2876,0,0,14.1,0,1,4,3.81,59.36,1
2877,0,0,13.3,0,0,9,3.59,54.66,1
2878,0,0,14.5,1,1,7,3.92,56.75,1
2879,0,0,8.9,1,0,3,2.4,80.44,1
2880,0,0,14.7,0,0,4,3.97,78.4,1
2881,0,0,7.5,0,0,4,2.03,76.08,1
2882,0,0,14.1,0,1,4,3.81,59.36,1
2883,0,0,11.1,2,0,6,3.0,74.11,1
2884,0,0,12.4,4,0,4,3.35,56.58,1
2885,0,0,13.4,0,0,4,3.62,84.82,1
2886,0,0,8.9,3,0,2,2.4,76.22,1
2887,0,0,11.6,2,1,2,3.13,52.55,1
2888,0,0,11.8,0,0,4,3.19,51.13,1
2889,0,0,10.5,4,0,6,2.84,56.22,1
2890,0,0,13.8,1,1,2,3.73,57.34,1
2891,0,0,13.5,1,0,6,3.65,63.06,1
2892,0,0,13.8,2,1,3,3.73,47.38,1
2893,0,0,7.5,2,0,4,2.03,75.31,1
2894,0,0,8.3,1,0,3,2.24,62.33,1
2895,0,0,11.6,2,1,2,3.13,52.55,1
2896,0,0,7.9,1,0,5,2.13,48.45,1
2897,0,0,11.5,1,0,2,3.11,82.26,1
2898,0,0,4.5,3,0,15,1.22,74.36,1
2899,0,0,10.7,2,0,4,2.89,75.52,1
2900,0,0,6.9,1,0,2,1.86,47.27,1
2901,0,0,10.1,1,0,2,2.73,61.22,1
2902,0,0,11.6,4,0,3,3.13,45.12,1
2903,0,0,8.9,2,0,6,2.4,78.8,1
2904,1,35,10.1,2,0,4,2.73,57.8,1
2905,0,0,10.3,1,0,15,2.78,48.5,1
2906,0,0,8.9,2,0,6,2.4,78.8,1
2907,0,0,10.9,4,0,3,2.94,55.93,1
2908,0,0,10.8,2,1,2,2.92,50.47,1
2909,0,0,7.9,4,0,3,2.13,54.22,1
2910,0,0,10.0,3,0,3,2.7,74.67,1
2911,0,0,9.3,7,0,3,2.51,49.34,1
2912,0,0,10.0,1,0,2,2.7,79.03,1
2913,1,44,14.1,2,0,7,3.81,61.27,1
2914,0,0,12.0,3,0,2,3.24,55.73,1
2915,1,35,10.1,2,0,4,2.73,57.8,1
2916,0,0,11.5,1,0,2,3.11,82.26,1
2917,0,0,9.5,4,0,3,2.57,52.5,1
2918,0,0,11.9,4,0,3,3.21,46.91,1
2919,0,0,11.8,1,0,3,3.19,79.68,1
2920,0,0,14.3,3,0,3,3.86,74.75,1
2921,0,0,8.0,0,1,3,2.16,74.91,1
2922,0,0,9.4,2,1,2,2.54,57.9,1
2923,0,0,8.9,3,0,2,2.4,76.22,1
2924,0,0,13.9,1,0,4,3.75,74.64,1
2925,0,0,18.3,1,0,6,4.94,74.41,1
2926,1,44,14.1,2,0,7,3.81,61.27,1
2927,0,0,10.3,1,0,15,2.78,48.5,1
2928,0,0,9.5,1,0,3,2.57,77.48,1
2929,0,0,11.5,1,0,5,3.11,79.97,1
2930,0,0,8.7,0,0,3,2.35,84.93,1
2931,0,0,14.5,1,1,7,3.92,56.75,1
2932,0,0,7.5,5,0,3,2.03,49.47,1
2933,0,0,9.8,0,0,2,2.65,76.29,1
2934,0,0,7.3,2,0,4,1.97,75.63,1
2935,0,0,11.7,5,0,4,3.16,54.52,1
2936,0,0,9.7,6,0,2,2.62,52.53,1
2937,0,0,8.0,1,0,6,2.16,77.16,1
2938,0,0,14.3,3,0,3,3.86,74.75,1
2939,0,0,13.9,0,0,6,3.75,74.83,1
2940,0,0,9.5,4,0,3,2.57,52.5,1
2941,1,44,14.1,2,0,7,3.81,61.27,1
2942,0,0,9.2,2,0,4,2.48,51.67,1
2943,0,0,11.4,1,1,1,3.08,76.03,1
2944,0,0,9.7,2,0,4,2.62,80.07,1
2945,0,0,9.5,1,0,3,2.57,77.48,1
2946,0,0,12.5,1,0,3,3.38,44.25,1
2947,0,0,9.8,0,0,2,2.65,76.29,1
2948,0,0,12.8,2,0,4,3.46,75.29,1
2949,0,0,9.3,0,0,2,2.51,63.22,1
2950,0,0,13.9,2,1,3,3.75,66.98,1
2951,1,29,6.4,1,0,6,1.73,59.11,1
2952,0,0,10.8,2,1,2,2.92,50.47,1
2953,0,0,14.8,1,0,2,4.0,77.1,1
2954,0,0,11.3,5,0,5,3.05,56.63,1
2955,0,0,9.5,1,0,2,2.57,78.93,1
2956,0,0,12.3,0,0,10,3.32,83.99,1
2957,0,0,10.4,2,0,4,2.81,74.8,1
2958,1,26,9.6,5,0,5,2.59,56.23,1
2959,0,0,10.9,3,0,3,2.94,74.68,1
2960,0,0,11.0,0,1,2,2.97,71.1,1
2961,0,0,8.5,0,0,5,2.3,80.74,1
2962,0,0,12.7,2,0,2,3.43,82.51,1
2963,0,0,10.6,1,0,5,2.86,59.48,1
2964,0,0,9.5,2,0,11,2.57,75.15,1
2965,0,0,9.3,0,0,2,2.51,63.22,1
2966,0,0,10.4,0,0,4,2.81,74.66,1
2967,0,0,4.5,3,0,15,1.22,74.36,1
2968,0,0,12.9,2,0,4,3.48,82.96,1
2969,0,0,10.3,1,0,15,2.78,48.5,1
2970,0,0,9.7,5,0,3,2.62,56.14,1
2971,1,36,10.5,3,0,5,2.84,68.38,1
2972,0,0,10.6,0,0,4,2.86,62.82,1
2973,0,0,11.5,3,0,3,3.11,76.4,1
2974,0,0,9.4,0,0,3,2.54,75.02,1
2975,0,0,12.4,4,0,4,3.35,56.58,1
2976,0,0,13.3,0,0,9,3.59,54.66,1
2977,0,0,10.4,2,0,4,2.81,74.8,1
2978,0,0,9.4,5,0,10,2.54,56.25,1
2979,0,0,11.7,0,0,4,3.16,81.75,1
2980,1,44,14.1,2,0,7,3.81,61.27,1
2981,0,0,18.3,1,0,6,4.94,74.41,1
2982,0,0,9.4,2,1,2,2.54,57.9,1
2983,0,0,7.5,2,0,4,2.03,75.31,1
2984,0,0,9.8,2,0,5,2.65,79.69,1
2985,0,0,10.3,1,0,6,2.78,71.04,1
2986,1,44,14.1,2,0,7,3.81,61.27,1
2987,0,0,9.0,4,0,6,2.43,53.67,1
2988,0,0,7.3,2,0,4,1.97,75.63,1
2989,0,0,8.9,1,0,5,2.4,84.1,1
2990,0,0,8.8,7,0,3,2.38,52.56,1
2991,0,0,9.8,0,0,2,2.65,76.29,1
2992,0,0,5.5,1,0,7,1.49,74.57,1
2993,0,0,10.8,2,1,2,2.92,50.47,1
2994,0,0,5.9,1,0,2,1.59,78.74,1
2995,0,0,8.8,3,0,3,2.38,77.34,1
2996,0,0,8.5,3,0,5,2.3,75.08,1
2997,0,0,14.5,1,1,7,3.92,56.75,1
2998,0,0,11.1,4,0,6,3.0,78.13,1
2999,0,0,12.4,0,0,2,3.35,74.93,1
3000,0,0,7.5,2,0,4,2.03,75.31,1
3001,0,0,11.1,1,1,2,3.0,51.02,1
3002,0,0,13.6,5,0,3,3.67,55.21,1
3003,0,0,10.0,1,0,2,2.7,79.03,1
3004,0,0,12.7,4,0,2,3.43,50.52,1
3005,0,0,11.8,0,0,10,3.19,76.01,1
3006,0,0,10.2,2,0,2,2.75,74.98,1
3007,0,0,8.0,1,0,6,2.16,77.16,1
3008,0,0,9.0,1,0,13,2.43,79.42,1
3009,0,0,11.3,5,0,5,3.05,56.63,1
3010,0,0,7.9,4,0,3,2.13,54.22,1
3011,0,0,12.7,3,0,4,3.43,75.67,1
3012,0,0,11.8,0,0,4,3.19,51.13,1
3013,0,0,10.8,0,0,2,2.92,66.91,1
3014,0,0,9.4,1,0,4,2.54,76.91,1
3015,0,0,14.3,1,1,6,3.86,67.42,1
3016,0,0,11.7,0,0,7,3.16,78.22,1
3017,0,0,11.4,4,0,3,3.08,77.76,1
3018,0,0,8.5,0,0,5,2.3,80.74,1
3019,0,0,8.9,2,0,1,2.4,47.48,1
3020,0,0,13.5,1,0,8,3.65,80.01,1
3021,0,0,9.2,4,1,1,2.48,52.44,1
3022,0,0,13.6,5,0,3,3.67,55.21,1
3023,0,0,8.8,0,0,4,2.38,74.93,1
3024,0,0,11.0,0,1,2,2.97,71.1,1
3025,0,0,9.2,2,0,4,2.48,51.67,1
3026,0,0,5.8,2,0,3,1.57,84.85,1
3027,1,28,9.2,4,0,6,2.48,55.92,1
3028,0,0,7.4,2,1,2,2.0,59.93,1
3029,0,0,9.7,2,1,2,2.62,63.45,1
3030,0,0,10.4,8,0,8,2.81,52.73,1
3031,0,0,11.1,4,0,6,3.0,78.13,1
3032,0,0,7.8,4,0,2,2.11,55.72,1
3033,0,0,12.7,3,0,4,3.43,75.67,1
3034,0,0,10.3,5,0,2,2.78,49.42,1
3035,0,0,14.5,1,1,7,3.92,56.75,1
3036,1,30,12.8,4,0,4,3.46,49.33,1
3037,0,0,8.5,0,0,5,2.3,80.74,1
3038,0,0,11.1,2,0,6,3.0,74.11,1
3039,0,0,11.9,4,0,3,3.21,46.91,1
3040,0,0,8.7,0,0,3,2.35,63.18,1
3041,0,0,13.8,4,0,3,3.73,55.2,1
3042,0,0,4.5,0,0,4,1.22,62.52,1
3043,0,0,9.0,5,0,3,2.43,53.55,1
3044,0,0,8.7,4,0,2,2.35,78.17,1
3045,0,0,9.5,1,0,9,2.57,82.38,1
3046,0,0,11.5,1,0,2,3.11,82.26,1
3047,0,0,10.5,4,0,3,2.84,55.1,1
3048,0,0,6.9,1,0,2,1.86,47.27,1
3049,0,0,13.9,2,1,5,3.75,75.48,1
3050,0,0,10.4,2,0,4,2.81,74.8,1
3051,0,0,10.3,1,0,15,2.78,48.5,1
3052,0,0,14.8,4,0,1,4.0,55.76,1
3053,0,0,7.5,5,0,3,2.03,49.47,1
3054,0,0,12.0,4,0,3,3.24,39.91,1
3055,0,0,9.2,4,1,1,2.48,52.44,1
3056,0,0,11.1,4,0,6,3.0,78.13,1
3057,1,34,6.1,2,0,5,1.65,71.22,1
3058,0,0,6.3,1,0,7,1.7,74.99,1
3059,0,0,12.3,3,0,4,3.32,74.94,1
3060,0,0,12.7,4,0,2,3.43,50.52,1
3061,0,0,10.0,3,0,3,2.7,74.67,1
3062,0,0,11.1,4,0,6,3.0,78.13,1
3063,0,0,6.9,1,0,6,1.86,76.64,1
3064,0,0,12.7,4,0,6,3.43,54.2,1
3065,0,0,8.4,1,0,6,2.27,75.08,1
3066,0,0,13.7,1,0,8,3.7,78.82,1
3067,0,0,7.5,0,0,4,2.03,76.08,1
3068,0,0,7.7,4,0,3,2.08,52.7,1
3069,0,0,15.3,1,1,6,4.13,74.05,1
3070,0,0,10.9,2,0,5,2.94,40.97,1
3071,1,32,8.6,2,0,6,2.32,49.44,1
3072,0,0,7.1,0,0,5,1.92,76.25,1
3073,1,36,8.8,1,0,4,2.38,50.7,1
3074,0,0,10.6,0,0,4,2.86,62.82,1
3075,0,0,11.4,1,0,5,3.08,75.12,1
3076,0,0,10.8,1,0,3,2.92,89.76,1
3077,0,0,11.8,0,0,4,3.19,51.13,1
3078,0,0,10.4,1,0,5,2.81,66.77,1
3079,0,0,7.0,4,0,4,1.89,47.5,1
3080,0,0,11.5,1,0,2,3.11,82.26,1
3081,0,0,9.6,1,0,5,2.59,74.25,1
3082,0,0,13.1,2,0,7,3.54,77.09,1
3083,0,0,10.0,4,0,3,2.7,53.42,1
3084,0,0,13.3,0,0,9,3.59,54.66,1
3085,0,0,11.4,1,0,5,3.08,75.12,1
3086,0,0,9.5,1,0,9,2.57,82.38,1
3087,0,0,10.7,1,1,2,2.89,49.77,1
3088,0,0,12.3,0,0,10,3.32,83.99,1
3089,0,0,12.0,5,0,2,3.24,50.67,1
3090,0,0,13.4,0,0,4,3.62,84.82,1
3091,0,0,7.9,4,0,3,2.13,54.22,1
3092,0,0,12.9,3,1,2,3.48,52.54,1
3093,0,0,14.3,3,0,3,3.86,74.75,1
3094,0,0,12.3,3,0,5,3.32,87.28,1
3095,0,0,9.1,1,0,1,2.46,65.5,1
3096,0,0,7.9,3,0,1,2.13,74.47,1
3097,0,0,8.9,0,0,4,2.4,62.03,1
3098,0,0,9.0,1,0,13,2.43,79.42,1
3099,0,0,12.9,3,1,2,3.48,52.54,1
3100,0,0,7.8,4,0,2,2.11,55.72,1
3101,0,0,8.5,3,0,5,2.3,75.08,1
3102,0,0,7.9,3,0,1,2.13,74.47,1
3103,0,0,10.3,1,0,15,2.78,48.5,1
3104,0,0,13.7,1,0,8,3.7,78.82,1
3105,0,0,8.9,3,0,8,2.4,76.89,1
3106,0,0,9.7,5,0,3,2.62,56.14,1
3107,0,0,12.3,2,1,2,3.32,47.73,1
3108,0,0,7.5,2,0,4,2.03,75.31,1
3109,0,0,11.8,0,0,4,3.19,51.13,1
3110,0,0,13.8,3,0,3,3.73,75.47,1
3111,0,0,8.9,3,0,2,2.4,76.22,1
3112,0,0,8.7,0,0,3,2.35,84.93,1
3113,0,0,17.3,1,0,4,4.67,75.79,1
3114,0,0,9.7,2,0,4,2.62,80.07,1
3115,0,0,14.8,1,0,2,4.0,77.1,1
3116,0,0,10.7,3,0,2,2.89,75.87,1
3117,1,30,12.8,4,0,4,3.46,49.33,1
3118,0,0,14.0,2,0,9,3.78,82.45,1
3119,1,33,13.5,1,0,3,3.65,61.89,1
3120,0,0,11.6,0,0,4,3.13,76.63,1
3121,0,0,9.8,0,0,6,2.65,75.65,1
3122,0,0,13.7,0,0,4,3.7,83.37,1
3123,0,0,10.0,4,0,3,2.7,53.42,1
3124,0,0,9.8,2,0,7,2.65,75.32,1
3125,0,0,10.3,1,0,6,2.78,71.04,1
3126,0,0,8.8,7,0,3,2.38,52.56,1
3127,0,0,10.3,1,0,3,2.78,82.29,1
3128,1,36,10.5,3,0,5,2.84,68.38,1
3129,0,0,8.8,0,0,4,2.38,74.93,1
3130,0,0,8.0,1,0,4,2.16,79.76,1
3131,0,0,8.5,0,0,5,2.3,80.74,1
3132,0,0,8.4,0,0,8,2.27,74.9,1
3133,0,0,8.0,1,0,4,2.16,79.76,1
3134,0,0,9.9,1,1,1,2.67,73.25,1
3135,1,18,11.5,0,0,7,3.11,50.84,1
3136,0,0,9.0,5,0,3,2.43,53.55,1
3137,0,0,11.1,1,1,2,3.0,51.02,1
3138,0,0,11.7,5,0,4,3.16,54.52,1
3139,0,0,12.1,2,1,2,3.27,67.72,1
3140,0,0,9.3,0,0,2,2.51,63.22,1
3141,0,0,6.3,6,0,2,1.7,53.43,1
3142,0,0,10.1,2,0,6,2.73,76.38,1
3143,0,0,10.6,0,0,4,2.86,62.82,1
3144,0,0,13.9,0,0,6,3.75,74.83,1
3145,0,0,6.8,4,0,7,1.84,56.34,1
3146,1,44,14.1,2,0,7,3.81,61.27,1
3147,0,0,14.3,1,1,6,3.86,67.42,1
3148,0,0,13.7,1,0,8,3.7,78.82,1
3149,0,0,8.7,0,0,3,2.35,84.93,1
3150,0,0,10.0,1,0,2,2.7,79.03,1
3151,0,0,7.4,2,1,2,2.0,59.93,1
3152,0,0,8.9,1,0,3,2.4,80.44,1
3153,0,0,9.4,2,1,2,2.54,57.9,1
3154,0,0,14.0,2,0,9,3.78,82.45,1
3155,0,0,10.0,3,1,2,2.7,54.39,1
3156,0,0,9.4,1,0,4,2.54,76.91,1
3157,0,0,12.3,3,0,4,3.32,74.94,1
3158,0,0,12.1,2,1,2,3.27,67.72,1
3159,0,0,10.4,0,0,4,2.81,74.66,1
3160,0,0,10.2,2,0,2,2.75,74.98,1
3161,0,0,14.1,1,1,4,3.81,52.18,1
3162,0,0,8.4,5,0,2,2.27,77.48,1
3163,0,0,12.1,2,1,2,3.27,67.72,1
3164,0,0,10.1,1,0,2,2.73,61.22,1
3165,0,0,8.5,1,0,10,2.3,81.0,1
3166,0,0,6.8,4,0,7,1.84,56.34,1
3167,0,0,12.9,3,1,2,3.48,52.54,1
3168,0,0,18.3,1,0,6,4.94,74.41,1
3169,0,0,10.4,1,0,5,2.81,66.77,1
3170,0,0,7.9,5,0,2,2.13,47.64,1
3171,0,0,12.9,2,0,4,3.48,82.96,1
3172,0,0,9.2,2,0,5,2.48,43.12,1
3173,0,0,8.5,3,0,5,2.3,75.08,1
3174,0,0,7.7,1,1,2,2.08,54.62,1
3175,0,0,11.5,1,0,2,3.11,82.26,1
3176,0,0,11.4,1,0,5,3.08,75.12,1
3177,1,44,14.1,2,0,7,3.81,61.27,1
3178,0,0,11.5,1,1,2,3.11,64.53,1
3179,0,0,11.1,2,0,6,3.0,74.11,1
3180,0,0,10.0,1,0,2,2.7,79.03,1
3181,0,0,11.5,1,0,2,3.11,82.26,1
3182,0,0,11.3,3,0,3,3.05,79.37,1
3183,0,0,7.9,4,0,3,2.13,54.22,1
3184,0,0,11.4,2,0,7,3.08,74.06,1
3185,0,0,9.8,2,0,5,2.65,79.69,1
3186,0,0,9.9,2,0,5,2.67,77.54,1
3187,0,0,5.8,2,0,3,1.57,84.85,1
3188,0,0,8.5,3,0,5,2.3,75.08,1
3189,0,0,6.9,1,0,6,1.86,76.64,1
3190,0,0,8.9,0,0,4,2.4,76.84,1
3191,0,0,9.7,2,0,4,2.62,80.07,1
3192,0,0,8.8,0,0,4,2.38,74.93,1
3193,0,0,10.1,0,0,3,2.73,74.97,1
3194,0,0,10.3,5,0,4,2.78,52.61,1
3195,0,0,7.7,0,0,2,2.08,79.13,1
3196,0,0,8.4,1,0,6,2.27,75.08,1
3197,0,0,10.4,1,0,5,2.81,66.77,1
3198,0,0,13.9,1,0,4,3.75,74.64,1
3199,0,0,12.5,1,0,7,3.38,56.4,1
3200,0,0,8.8,7,0,3,2.38,52.56,1
3201,0,0,10.9,3,0,3,2.94,74.68,1
3202,0,0,12.4,2,0,1,3.35,68.94,1
3203,0,0,12.4,0,0,2,3.35,74.93,1
3204,0,0,7.9,7,0,4,2.13,50.15,1
3205,0,0,11.6,0,0,4,3.13,76.63,1
3206,0,0,12.7,3,0,4,3.43,75.67,1
3207,0,0,12.7,2,0,2,3.43,82.51,1
3208,0,0,6.9,1,0,6,1.86,76.64,1
3209,0,0,11.4,1,1,1,3.08,76.03,1
3210,0,0,13.8,4,0,3,3.73,55.2,1
3211,0,0,8.7,2,0,3,2.35,77.88,1
3212,0,0,12.2,4,0,2,3.29,51.56,1
3213,0,0,13.9,2,0,1,3.75,75.86,1
3214,0,0,14.8,4,0,1,4.0,55.76,1
3215,0,0,12.1,2,1,2,3.27,67.72,1
3216,0,0,9.6,0,1,2,2.59,59.96,1
3217,0,0,12.9,1,1,1,3.48,69.16,1
3218,1,35,10.1,2,0,4,2.73,57.8,1
3219,0,0,12.0,4,0,3,3.24,39.91,1
3220,0,0,9.4,6,0,1,2.54,50.58,1
3221,0,0,9.8,0,1,1,2.65,57.79,1
3222,0,0,7.3,0,1,2,1.97,66.49,1
3223,0,0,10.2,1,0,6,2.75,51.9,1
3224,0,0,8.5,1,0,10,2.3,81.0,1
3225,0,0,7.9,4,0,3,2.13,54.22,1
3226,0,0,7.5,0,0,4,2.03,76.08,1
3227,0,0,11.7,0,0,7,3.16,78.22,1
3228,0,0,7.9,7,0,4,2.13,50.15,1
3229,0,0,10.3,1,0,3,2.78,82.29,1
3230,0,0,13.3,0,0,9,3.59,54.66,1
3231,0,0,7.5,0,0,4,2.03,76.08,1
